Username,post_type,content_id,day_of_week,hour_of_day,time_am_pm,video_duration,aspect_ratio,caption_text,caption_length,no_of_line_changes,hashtags_used,hashtag_count,all_mentions,mentions_count,audio_used,location,paid_partnership,likes_count,comments_count,post_context,formatted_posted_time_details,posted_date,engagement_like_comment,engagement_per_1000_followers,video_duration_seconds,time_period,caption_length_bucket,video_duration_bucket
iamleanbeast_india,Reel,DJEkdu5y3fD,Wednesday,18,06:25 PM,00:30,09:16,"Comment “egg” and I will send you the recipe of this chocolate mousse, which is totally made in real food.",106,0,[],0,[],0,original,,,5487,2059,,2025-04-30 18:25:16+05:30,30-04-2025,7546,15.62,30,Evening,Medium,Medium
iamleanbeast_india,Reel,DJDgZSQyQFa,Wednesday,8,08:29 AM,00:51,09:16,"Comment “protein”and I will send you five protein options, which has good absorption rate.",90,0,[],0,[],0,original,,,3218,1048,,2025-04-30 08:29:53+05:30,30-04-2025,4266,8.83,51,Morning,Medium,Long
iamleanbeast_india,Post,DJCWPfqSRWV,Tuesday,21,09:40 PM,,04:05,@kkriders vs @delhicapitals,27,0,[],0,"['@kkriders', '@delhicapitals']",2,,,,4587,22,Arun Jaitley Stadium,2025-04-29 21:40:05+05:30,29-04-2025,4609,9.54,,Evening,Very Short,
iamleanbeast_india,Reel,DJBsx7SyHh3,Tuesday,15,03:42 PM,00:18,09:16,I tried but failed … but one day will surely do 70kgs cable press,65,0,[],0,[],0,original,,,1750,89,,2025-04-29 15:42:37+05:30,29-04-2025,1839,3.81,18,Afternoon,Short,Medium
iamleanbeast_india,Reel,DI_ef-CSVEx,Monday,19,07:00 PM,00:17,09:16,Comment “Paneer” and I will send you the recipe of this amazing paneer bhurji in your messaging box,99,0,[],0,[],0,"Sajid-Wajid, Javed Ali, Sunidhi Chauhan•Daawat-e-Ishq -Title Track (From ""Daawat-e-Ishq"") (feat. Aditya Roy Kapur, Parineeti Chopra)",,,2505,1623,,2025-04-28 19:00:43+05:30,28-04-2025,4128,8.55,17,Evening,Medium,Medium
iamleanbeast_india,Reel,DI-0EbLSyyZ,Monday,12,12:45 PM,00:56,09:16,Comment “Food” i will send you 10 real foods which you can implement in your daily lifestyle,92,0,[],0,[],0,original,,,3151,2136,,2025-04-28 12:45:42+05:30,28-04-2025,5287,10.95,56,Afternoon,Medium,Long
iamleanbeast_india,Reel,DI9N2tTyCaZ,Sunday,21,09:50 PM,00:16,09:16,New Gym Membership,18,0,[],0,[],0,Prod. Dom Sevven•HAHAHA (OH NO BAILE FUNK),,,1996,45,,2025-04-27 21:50:57+05:30,27-04-2025,2041,4.23,16,Evening,Very Short,Medium
iamleanbeast_india,Post,DI9AY6zSlCW,Sunday,19,07:52 PM,,04:05,"Swipe left 👈 ✅No calorie counting , only real foods, tasty foods , hormone balance, fat loss, sustainable lifestyle ✅  Are you ready to lose fat or gain muscles without even counting calories?   Reverse your type 2 diabetes, PCOS, uric acid, BP, high triglycerides, Thyroid and many other chronic condition with just nutrition.  WhatsApp me now on 9171123324 to avail my fitness plan and my team will revert you shortly  Team leanbeast 🇮🇳",447,9,[],0,[],0,,,,1329,9,,2025-04-27 19:52:55+05:30,27-04-2025,1338,2.77,,Evening,Long,
iamleanbeast_india,Reel,DI84V9ZSqpn,Sunday,18,06:43 PM,00:20,09:16,15 whole eggs boiled❤️🫵,23,0,[],0,[],0,Alisha Chinai•Made in India,,,3520,293,,2025-04-27 18:43:12+05:30,27-04-2025,3813,7.89,20,Evening,Very Short,Medium
iamleanbeast_india,Reel,DI8YngTSRHT,Sunday,14,02:06 PM,00:20,09:16,My meal for today ☝️,20,0,[],0,[],0,original,,,4171,122,,2025-04-27 14:06:14+05:30,27-04-2025,4293,8.89,20,Afternoon,Very Short,Medium
iamleanbeast_india,Reel,DI8B5EGSRtE,Sunday,10,10:47 AM,00:37,09:16,Tum logo ka staple food🫵,24,0,[],0,[],0,original,,,18974,1367,,2025-04-27 10:47:59+05:30,27-04-2025,20341,42.11,37,Morning,Very Short,Long
iamleanbeast_india,Reel,DI50xy1ya2_,Saturday,14,02:14 PM,00:25,09:16,Benefits of real foods no insulin spike,39,0,[],0,[],0,original,,,2071,106,,2025-04-26 14:14:24+05:30,26-04-2025,2177,4.51,25,Afternoon,Short,Medium
iamleanbeast_india,Reel,DI5Q-COSXHB,Saturday,9,09:06 AM,00:50,09:16,Comment “skinny” and I will send you a blueprint of how to gain weight if you are skinny guy.,93,0,[],0,[],0,original,,,16089,16799,,2025-04-26 09:06:25+05:30,26-04-2025,32888,68.09,50,Morning,Medium,Long
iamleanbeast_india,Reel,DI3zj7Fy2ue,Friday,19,07:25 PM,00:12,09:16,Protein intake is my priority,29,0,[],0,[],0,"UNIYAL, Soumya Rawat•Vartmaan",,,2135,39,,2025-04-25 19:25:31+05:30,25-04-2025,2174,4.5,12,Evening,Very Short,Short
iamleanbeast_india,Reel,DI3FDFzSJIN,Friday,12,12:52 PM,00:44,09:16,Food are you two types ASLI AND NAKLI,37,0,[],0,[],0,original,,,3458,152,,2025-04-25 12:52:30+05:30,25-04-2025,3610,7.47,44,Afternoon,Short,Long
iamleanbeast_india,Post,DI0UNk6yQMC,Thursday,10,10:52 AM,,04:05,Work mode on😻,13,0,[],0,[],0,,,,2298,47,,2025-04-24 10:52:58+05:30,24-04-2025,2345,4.86,,Morning,Very Short,
iamleanbeast_india,Reel,DI0LiNCSmmf,Thursday,9,09:39 AM,00:57,09:16,Comment “Fatloss” and i will send you few healthy starters which you could include with your drinks low in carbs,112,0,[],0,[],0,original,,,1751,1175,,2025-04-24 09:39:44+05:30,24-04-2025,2926,6.06,57,Morning,Medium,Long
iamleanbeast_india,Reel,DIxpyRAyr5f,Wednesday,10,10:04 AM,00:49,09:16,Common “food” and I will send you 10 Real food options which you can implement in your fat loss.,96,0,[],0,[],0,original,,,2239,2052,,2025-04-23 10:04:16+05:30,23-04-2025,4291,8.88,49,Morning,Medium,Long
iamleanbeast_india,Reel,DIv-THdyLee,Tuesday,18,06:24 PM,00:28,09:16,High Protein over 100gm no insulin spike,40,0,[],0,[],0,original,,,4639,578,,2025-04-22 18:24:58+05:30,22-04-2025,5217,10.8,28,Evening,Short,Medium
iamleanbeast_india,Reel,DIu-LvhyOhr,Tuesday,9,09:04 AM,00:50,09:16,Comment “share” and I will send you a blueprint of how to reduce inflammation and ways to decrease cardiovascular risk.,119,0,[],0,[],0,original,,,1787,1289,,2025-04-22 09:04:56+05:30,22-04-2025,3076,6.37,50,Morning,Medium,Long
iamleanbeast_india,Post,DItpO7UyqRx,Monday,20,08:41 PM,,01:01,Well done @deepali50666 6 weeks weight loss changes plus inch loss   ✅If you wish to transform (paid training) whatsapp me now +91 9171123324 ✅,145,2,[],0,['@deepali50666'],1,,,,652,12,,2025-04-21 20:41:58+05:30,21-04-2025,664,1.37,,Evening,Medium,
iamleanbeast_india,Reel,DIsZinDS6kD,Monday,9,09:06 AM,00:58,09:16,"Comment “VIT D”, and I’ll send you the link of the best supplement which you can use if your vitamin deficient.  Get your blood test done before you supplement VIT D",167,2,[],0,[],0,ATLXS•PASSO BEM SOLTO (Ultra Slowed),,,2033,2254,,2025-04-21 09:06:54+05:30,21-04-2025,4287,8.88,58,Morning,Medium,Long
iamleanbeast_india,Reel,DIp1yrIS2y-,Sunday,9,09:15 AM,00:27,09:16,This is the best veg protein source,35,0,[],0,[],0,original,,,2133,148,,2025-04-20 09:15:26+05:30,20-04-2025,2281,4.72,27,Morning,Short,Medium
iamleanbeast_india,Reel,DIonqs4S6Sd,Saturday,21,09:53 PM,00:46,09:16,Comment “share” and I will send you a blueprint of how to do prolonged fasting,78,0,[],0,[],0,original,,,9030,8499,,2025-04-19 21:53:21+05:30,19-04-2025,17529,36.29,46,Evening,Medium,Long
iamleanbeast_india,Reel,DIn2urWSRlx,Saturday,14,02:44 PM,00:46,09:16,Comment “OMAD” and i will share you 120gm One meal a day option in your message inbox  Protein i use @qnt.india Nitrapure,123,2,[],0,['@qnt'],1,ATLXS•PASSO BEM SOLTO (Ultra Slowed),,,2446,1118,,2025-04-19 14:44:56+05:30,19-04-2025,3564,7.38,46,Afternoon,Medium,Long
iamleanbeast_india,Reel,DInTswVytKo,Saturday,9,09:39 AM,00:54,09:16,Yes diet coke is better than your so called healthy selfproclaimed sugar juice .. aao science batata hu aapko..,111,0,[],0,[],0,original,,,1448,97,,2025-04-19 09:39:13+05:30,19-04-2025,1545,3.2,54,Morning,Medium,Long
iamleanbeast_india,Reel,DIl0l-0SXqe,Friday,19,07:47 PM,00:31,09:16,My micronutrient list:- multivitamins  Omega-3  Glucosamine  Vitamin C  Collagen  Curcumin Ashwagandha Magnesium glycinate  Glutathione B complex,155,10,[],0,[],0,original,,,4634,240,,2025-04-18 19:47:44+05:30,18-04-2025,4874,10.09,31,Evening,Medium,Long
iamleanbeast_india,Reel,DIkubLOShBM,Friday,9,09:34 AM,00:49,09:16,Comment “hydration” and I will send you a sugar-free option which is cheaper than sugarcane juice for better hydration.,119,0,[],0,[],0,original,,,8360,4949,,2025-04-18 09:34:40+05:30,18-04-2025,13309,27.55,49,Morning,Medium,Long
iamleanbeast_india,Post,DIjatZbybLM,Thursday,21,09:22 PM,,01:01,❤️❤️☝️,6,0,[],0,[],0,,,,1047,9,Jaipur Marriott Hotel,2025-04-17 21:22:39+05:30,17-04-2025,1056,2.19,,Evening,Very Short,
iamleanbeast_india,Reel,DIi2J53Ttgg,Thursday,16,04:38 PM,00:36,09:16,High protein veg outside option,31,0,[],0,[],0,original,,,8794,291,,2025-04-17 16:38:34+05:30,17-04-2025,9085,18.81,36,Afternoon,Very Short,Long
iamleanbeast_india,Reel,DIfYrc2yrCC,Wednesday,7,07:48 AM,00:59,09:16,Early morning icebath before my gym is a blessing☝️,51,0,[],0,[],0,original,,,1501,27,,2025-04-16 07:48:47+05:30,16-04-2025,1528,3.16,59,Morning,Short,Long
iamleanbeast_india,Reel,DIdnrRWSUOO,Tuesday,15,03:21 PM,00:47,09:16,Sweetcorn,9,0,[],0,[],0,original,,,4416,64,,2025-04-15 15:21:43+05:30,15-04-2025,4480,9.28,47,Afternoon,Very Short,Long
iamleanbeast_india,Reel,DIbEO3RyT7a,Monday,15,03:33 PM,00:37,09:16,Peanuts with diet coke my first meal,36,0,[],0,[],0,original,,,5760,286,,2025-04-14 15:33:23+05:30,14-04-2025,6046,12.52,37,Afternoon,Short,Long
iamleanbeast_india,Reel,DIa_T7USSoe,Monday,14,02:51 PM,00:35,09:16,"The Pros and Cons of Drinking Sugarcane Juice  We discuss the benefits and drawbacks of drinking sugarcane juice. While it is a natural source of sugar, consuming it regularly can be unhealthy due to the high sugar content. The recommendation is to drink it in moderation, such as once a week.",295,2,[],0,[],0,original,,,44485,4748,,2025-04-14 14:51:00+05:30,14-04-2025,49233,101.93,35,Afternoon,Medium,Long
iamleanbeast_india,Post,DIaXu_CS9t6,Monday,9,09:03 AM,,01:01,Humare desh meh bhare pade hai aise🤡☝️,38,0,[],0,[],0,,,,6580,291,,2025-04-14 09:03:30+05:30,14-04-2025,6871,14.23,,Morning,Short,
iamleanbeast_india,Reel,DIZLVMzyLtV,Sunday,22,10:00 PM,01:14,09:16,Comment “tortilla” and I will send you the link of this zero sugar almond tortillas  High protein zero carbs Paneer Shawarma .  ✅If you wish to transform (paid training) whatsapp me now +91 9171123324 ✅,206,4,[],0,[],0,"Kishore Kumar, R. D. Burman•Kiska Rasta Dekhe (From ""Joshila"")",,,7006,1783,,2025-04-13 22:00:10+05:30,13-04-2025,8789,18.2,74,Night,Medium,Very Long
iamleanbeast_india,Post,DIYBhQPSxOK,Sunday,11,11:10 AM,,01:01,Desh chunotiyo se nahi inn chut@yoo se pareshan hai,51,0,[],0,['@yoo'],1,,,,5725,254,,2025-04-13 11:10:54+05:30,13-04-2025,5979,12.38,,Morning,Short,
iamleanbeast_india,Reel,DIX0jilSBq5,Sunday,9,09:18 AM,00:52,09:16,Comment “fasting” and I will send you a blueprint of how to start fasting and achieve autophagy later.,102,0,[],0,[],0,original,,,2214,2748,,2025-04-13 09:18:37+05:30,13-04-2025,4962,10.27,52,Morning,Medium,Long
iamleanbeast_india,Reel,DIVnP8Fyqg4,Saturday,12,12:43 PM,00:55,09:16,"Eat right food you’ll never get fat even if you eat excess but if you eat wrong food, you’ll start counting calories  ✅If you wish to transform (paid training) whatsapp me now +91 9171123324 ✅",194,2,[],0,[],0,original,,,4620,111,,2025-04-12 12:43:54+05:30,12-04-2025,4731,9.8,55,Afternoon,Medium,Long
iamleanbeast_india,Post,DIVHUOpyn-D,Saturday,8,08:03 AM,,01:01,Well done Sheebaji lost 10kgs plus massive inch loss with thyroid condition in 2 months  ✅If you wish to transform with me please click for paid training whatsapp me now +91 9171123324 ✅,188,2,[],0,[],0,,,,200,1,,2025-04-12 08:03:50+05:30,12-04-2025,201,0.42,,Morning,Medium,
iamleanbeast_india,Reel,DISqgZkSPGy,Friday,9,09:16 AM,01:00,09:16,Comment “share” and i will send you tips of how to bulk with fats,65,0,[],0,[],0,original,,,2028,1576,,2025-04-11 09:16:49+05:30,11-04-2025,3604,7.46,60,Morning,Short,Long
iamleanbeast_india,Reel,DIReU7HyA4h,Thursday,22,10:08 PM,00:54,09:16,Bik gaye tum🤡🫵,14,0,[],0,[],0,"Ajay-Atul, Ajay Gogavale•Deva Shree Ganesha",,,3945,144,,2025-04-10 22:08:55+05:30,10-04-2025,4089,8.47,54,Night,Very Short,Long
iamleanbeast_india,Reel,DIQ65jOyBk3,Thursday,16,04:58 PM,00:43,09:16,Yo hai maara desi khadaaa,25,0,[],0,[],0,Parmish Verma•Desiya Da Daur,,,2076,54,,2025-04-10 16:58:46+05:30,10-04-2025,2130,4.41,43,Afternoon,Very Short,Long
iamleanbeast_india,Post,DIQqv6wy0Je,Thursday,14,02:37 PM,,01:01,Well done @chirag_dhulia07 took almost an year to achieve this .  ✅If you wish to transform (paid training) whatsapp me now +91 9171123324 ✅,142,2,[],0,['@chirag_dhulia07'],1,,,,681,12,"Delhi, India",2025-04-10 14:37:14+05:30,10-04-2025,693,1.43,,Afternoon,Medium,
iamleanbeast_india,Reel,DIO5uPrSjiw,Wednesday,22,10:10 PM,00:29,09:16,Comment “icecream” and I will send you the recipe of this amazing zero carb high protein ice cream  ✅Interested in Paid transformation?? Message me now or Whatsapp me on +919171123324 ✅,187,2,[],0,[],0,original,,,16259,12431,,2025-04-09 22:10:09+05:30,09-04-2025,28690,59.4,29,Night,Medium,Medium
iamleanbeast_india,Reel,DIOaoapSkkn,Wednesday,17,05:39 PM,01:39,09:16,Dawai kha raha hai ye☝️🤡 Learn difference between pharma and nutraceuticals ..guys lets educate  Disclaimer:- Supplements I am consuming is as per my body demand and it varies person to person so do not copy me and take  supplements as per your Body requirement and deficiency. Cheers guys.  ✅Interested in Paid transformation?? Message me now or Whatsapp me on +919171123324 ✅,382,5,[],0,[],0,original,,,5636,592,,2025-04-09 17:39:18+05:30,09-04-2025,6228,12.89,99,Evening,Long,Very Long
iamleanbeast_india,Reel,DINfiGay81z,Wednesday,9,09:02 AM,01:19,09:16,"Comment ‘LINK’ to try these gummies with real Shilajit benefits and share this with your friends! I found these @man.matters Shilajit Gummies with 70%+ fulvic acid, third-party lab testing, and 2.5x better absorption than resin.  80% of Shilajit in the market is fake! Instead of unreliable tests, always check if it’s lab-tested and has high fulvic acid content.",365,2,[],0,['@man'],1,"Yo Yo Honey Singh, Dj Gaurav, Vdj Fly•Dheere Dheere X Desi Kalakaar Afro Mix",,,1422,241,,2025-04-09 09:02:13+05:30,09-04-2025,1663,3.44,79,Morning,Long,Very Long
iamleanbeast_india,Reel,DILngK2yCCT,Tuesday,15,03:33 PM,00:53,09:16,1kg chicken soup  ingredients  1 kg chicken  Four whole eggs  Salt  Pepper  Lemon juice  Water,102,8,[],0,[],0,original,,,31336,625,,2025-04-08 15:33:22+05:30,08-04-2025,31961,66.17,53,Afternoon,Medium,Long
iamleanbeast_india,Reel,DIK-_V9yHxx,Tuesday,9,09:39 AM,00:49,09:16,Common “Sugar” and I will send you a blueprint of how to eradicate Sugar from your life,87,0,[],0,[],0,original,,,2530,1751,,2025-04-08 09:39:20+05:30,08-04-2025,4281,8.86,49,Morning,Medium,Long
iamleanbeast_india,Reel,DIIcHn8yUnC,Monday,9,09:56 AM,00:35,09:16,Comment “clean” and I will send you blueprint of how to bulk without getting fat,80,0,[],0,[],0,"YUNG DSA, Year Down•YEDA YUNG",,,13531,9080,,2025-04-07 09:56:22+05:30,07-04-2025,22611,46.81,35,Morning,Medium,Long
iamleanbeast_india,Post,DIGEWz9ya5c,Sunday,11,11:49 AM,,04:05,My baby @iamwhiskey_thenaughtycat,33,0,[],0,['@iamwhiskey_thenaughtycat'],1,,,,1426,22,,2025-04-06 11:49:21+05:30,06-04-2025,1448,3,,Morning,Short,
